id,hangid,sido,sigungu,dong,date,malso
781,2726065100,대구광역시,수성구,지산1동,19950101,
782,2726065200,대구광역시,수성구,지산2동,19950101,
783,2726066100,대구광역시,수성구,범물1동,19960101,
784,2726066200,대구광역시,수성구,범물2동,19960101,
785,2726067000,대구광역시,수성구,고산1동,19950101,
786,2726068000,대구광역시,수성구,고산2동,19950101,
787,2726069000,대구광역시,수성구,고산3동,19960101,
788,2729000000,대구광역시,달서구,,19950101,
789,2729051500,대구광역시,달서구,성당동,20110509,
790,2729053500,대구광역시,달서구,두류1.2동,20110509,
791,2729055000,대구광역시,달서구,두류3동,19950101,
792,2729055500,대구광역시,달서구,감삼동,19960201,
793,2729056300,대구광역시,달서구,죽전동,19960201,
794,2729056800,대구광역시,달서구,장기동,19960201,
795,2729057100,대구광역시,달서구,용산1동,20030331,
796,2729057200,대구광역시,달서구,용산2동,20030331,
797,2729057600,대구광역시,달서구,이곡1동,20030331,
798,2729057700,대구광역시,달서구,이곡2동,20030331,
799,2729058500,대구광역시,달서구,신당동,19960101,
800,2729059000,대구광역시,달서구,본리동,19950101,
801,2729060100,대구광역시,달서구,월성1동,19960201,
802,2729060200,대구광역시,달서구,월성2동,19960201,
803,2729061500,대구광역시,달서구,진천동,19960201,
804,2729062400,대구광역시,달서구,상인1동,19960201,
805,2729062500,대구광역시,달서구,상인2동,19960201,
806,2729062600,대구광역시,달서구,상인3동,19960201,
807,2729062800,대구광역시,달서구,도원동,19970315,
808,2729063000,대구광역시,달서구,송현1동,19950101,
809,2729064000,대구광역시,달서구,송현2동,19950101,
810,2729065000,대구광역시,달서구,본동,19950101,
811,2771000000,대구광역시,달성군,,19950301,
812,2771025000,대구광역시,달성군,화원읍,19950301,
813,2771025300,대구광역시,달성군,논공읍,19960901,
814,2771025400,대구광역시,달성군,논공읍공단출장소,20010126,
815,2771025600,대구광역시,달성군,다사읍,19971101,
816,2771025700,대구광역시,달성군,다사읍서재출장소,20010323,
817,2771025900,대구광역시,달성군,유가읍,20180301,
818,2771026200,대구광역시,달성군,옥포읍,20181101,
819,2771026500,대구광역시,달성군,현풍읍,20181101,
820,2771031000,대구광역시,달성군,가창면,19950301,
821,2771033000,대구광역시,달성군,하빈면,19950301,
822,2771038000,대구광역시,달성군,구지면,19950301,
823,2800000000,인천광역시,,,19950101,
824,2811000000,인천광역시,중구,,19950101,
825,2811052000,인천광역시,중구,연안동,19950101,
826,2811053000,인천광역시,중구,신포동,19981010,
827,2811054000,인천광역시,중구,신흥동,19981010,
828,2811056000,인천광역시,중구,도원동,19950101,
829,2811057000,인천광역시,중구,율목동,19950101,
830,2811058500,인천광역시,중구,동인천동,19981010,
831,2811060000,인천광역시,중구,북성동,19950101,
832,2811061000,인천광역시,중구,송월동,19950101,
833,2811062000,인천광역시,중구,영종동,19950101,
834,2811062200,인천광역시,중구,영종1동,20180101,
835,2811062800,인천광역시,중구,운서동,20120101,
836,2811063000,인천광역시,중구,용유동,19950101,
837,2811400000,인천광역시,중구영종출장소,,20060712,
838,2811800000,인천광역시,중구용유출장소,,20060712,
839,2814000000,인천광역시,동구,,19950101,
840,2814051000,인천광역시,동구,만석동,19950101,
841,2814052500,인천광역시,동구,화수1.화평동,19981101,
842,2814053000,인천광역시,동구,화수2동,19950101,
843,2814055500,인천광역시,동구,송현1.2동,19981101,
844,2814057000,인천광역시,동구,송현3동,19950101,
845,2814058000,인천광역시,동구,송림1동,19950101,
846,2814059000,인천광역시,동구,송림2동,19950101,
847,2814060500,인천광역시,동구,송림3.5동,19981101,
848,2814061000,인천광역시,동구,송림4동,19950101,
849,2814063000,인천광역시,동구,송림6동,19950101,
850,2814064000,인천광역시,동구,금창동,19950101,
851,2817700000,인천광역시,미추홀구,,20180701,
852,2817751000,인천광역시,미추홀구,숭의2동,20180701,
853,2817752000,인천광역시,미추홀구,"숭의1,3동",20180701,
854,2817753000,인천광역시,미추홀구,숭의4동,20180701,
855,2817754000,인천광역시,미추홀구,"용현1,4동",20180701,
856,2817755000,인천광역시,미추홀구,용현2동,20180701,
857,2817756000,인천광역시,미추홀구,용현3동,20180701,
858,2817757000,인천광역시,미추홀구,용현5동,20180701,
859,2817758000,인천광역시,미추홀구,학익1동,20180701,
860,2817759000,인천광역시,미추홀구,학익2동,20180701,
861,2817760000,인천광역시,미추홀구,도화1동,20180701,
862,2817761000,인천광역시,미추홀구,"도화2,3동",20180701,
863,2817762000,인천광역시,미추홀구,주안1동,20180701,
864,2817763000,인천광역시,미추홀구,주안2동,20180701,
865,2817764000,인천광역시,미추홀구,주안3동,20180701,
866,2817765000,인천광역시,미추홀구,주안4동,20180701,
867,2817766000,인천광역시,미추홀구,주안5동,20180701,
868,2817767000,인천광역시,미추홀구,주안6동,20180701,
869,2817768000,인천광역시,미추홀구,주안7동,20180701,
870,2817769000,인천광역시,미추홀구,주안8동,20180701,
871,2817770000,인천광역시,미추홀구,관교동,20180701,
872,2817771000,인천광역시,미추홀구,문학동,20180701,
873,2818500000,인천광역시,연수구,,19950301,
874,2818563000,인천광역시,연수구,옥련1동,20030301,
875,2818564000,인천광역시,연수구,옥련2동,20030301,
876,2818575000,인천광역시,연수구,선학동,19950301,
877,2818576100,인천광역시,연수구,연수1동,19950301,
878,2818576200,인천광역시,연수구,연수2동,19950301,
879,2818576300,인천광역시,연수구,연수3동,19950301,
880,2818576600,인천광역시,연수구,청학동,19950301,
881,2818578000,인천광역시,연수구,동춘1동,19950301,
882,2818579000,인천광역시,연수구,동춘2동,19950301,
883,2818579500,인천광역시,연수구,동춘3동,20031218,
884,2818582000,인천광역시,연수구,송도1동,20120101,
885,2818583000,인천광역시,연수구,송도2동,20120101,
886,2818584000,인천광역시,연수구,송도3동,20140924,
887,2818585000,인천광역시,연수구,송도4동,20190101,
888,2820000000,인천광역시,남동구,,19950101,
889,2820051000,인천광역시,남동구,구월1동,19950101,
890,2820052000,인천광역시,남동구,구월2동,19950101,
891,2820052100,인천광역시,남동구,구월3동,19950101,
892,2820052200,인천광역시,남동구,구월4동,19950101,
893,2820053000,인천광역시,남동구,간석1동,19950101,
894,2820054000,인천광역시,남동구,간석2동,19950101,
895,2820055000,인천광역시,남동구,간석3동,19950101,
896,2820055100,인천광역시,남동구,간석4동,19950101,
897,2820056000,인천광역시,남동구,만수1동,19950101,
898,2820057000,인천광역시,남동구,만수2동,19950101,
899,2820058000,인천광역시,남동구,만수3동,19950101,
900,2820058100,인천광역시,남동구,만수4동,19950101,
901,2820058200,인천광역시,남동구,만수5동,19950101,
902,2820058300,인천광역시,남동구,만수6동,19950101,
903,2820065000,인천광역시,남동구,장수서창동,19981101,
904,2820065500,인천광역시,남동구,서창2동,20181105,
905,2820066000,인천광역시,남동구,남촌도림동,19981101,
906,2820069000,인천광역시,남동구,논현1동,20110520,
907,2820070000,인천광역시,남동구,논현2동,20110520,
908,2820071000,인천광역시,남동구,논현고잔동,20110520,
909,2823700000,인천광역시,부평구,,19950301,
910,2823751000,인천광역시,부평구,부평1동,19950301,
911,2823752000,인천광역시,부평구,부평2동,19950301,
912,2823753000,인천광역시,부평구,부평3동,19950301,
913,2823754000,인천광역시,부평구,부평4동,19950301,
914,2823755000,인천광역시,부평구,부평5동,19950301,
915,2823756000,인천광역시,부평구,부평6동,19950301,
916,2823757000,인천광역시,부평구,산곡1동,19950301,
917,2823758000,인천광역시,부평구,산곡2동,19950301,
918,2823758100,인천광역시,부평구,산곡3동,19950301,
919,2823758200,인천광역시,부평구,산곡4동,19950301,
920,2823759100,인천광역시,부평구,청천1동,19950301,
921,2823759200,인천광역시,부평구,청천2동,19950301,
922,2823764100,인천광역시,부평구,갈산1동,19950301,
923,2823764200,인천광역시,부평구,갈산2동,19950301,
924,2823764600,인천광역시,부평구,삼산1동,20060410,
925,2823764800,인천광역시,부평구,삼산2동,20060410,
926,2823765000,인천광역시,부평구,부개1동,19950301,
927,2823766000,인천광역시,부평구,부개2동,19950301,
928,2823766100,인천광역시,부평구,부개3동,19950301,
929,2823767000,인천광역시,부평구,일신동,19950301,
930,2823768000,인천광역시,부평구,십정1동,19950301,
931,2823769000,인천광역시,부평구,십정2동,19950301,
932,2824500000,인천광역시,계양구,,19950301,
933,2824560100,인천광역시,계양구,효성1동,19950301,
934,2824560200,인천광역시,계양구,효성2동,19950301,
935,2824561100,인천광역시,계양구,계산1동,19950301,
936,2824561200,인천광역시,계양구,계산2동,19950301,
937,2824561300,인천광역시,계양구,계산3동,19950301,
938,2824561400,인천광역시,계양구,계산4동,20030301,
939,2824562100,인천광역시,계양구,작전1동,19950301,
940,2824562200,인천광역시,계양구,작전2동,19950301,
941,2824564000,인천광역시,계양구,작전서운동,19981101,
942,2824571000,인천광역시,계양구,계양1동,19950301,
943,2824572000,인천광역시,계양구,계양2동,19950301,
944,2824573000,인천광역시,계양구,계양3동,20150401,
945,2826000000,인천광역시,서구,,19950101,
946,2826051500,인천광역시,서구,검암경서동,19981101,
947,2826053000,인천광역시,서구,연희동,19950101,
948,2826053600,인천광역시,서구,청라1동,20120709,
949,2826053700,인천광역시,서구,청라2동,20120709,
950,2826053900,인천광역시,서구,청라3동,20160701,
951,2826054200,인천광역시,서구,가정1동,19950101,
952,2826054300,인천광역시,서구,가정2동,19950101,
953,2826054400,인천광역시,서구,가정3동,19950101,
954,2826055000,인천광역시,서구,석남1동,19950101,
955,2826056000,인천광역시,서구,석남2동,19950101,
956,2826056100,인천광역시,서구,석남3동,19950101,
957,2826057500,인천광역시,서구,신현원창동,19981101,
958,2826058000,인천광역시,서구,가좌1동,19950101,
959,2826059000,인천광역시,서구,가좌2동,19950101,
960,2826060000,인천광역시,서구,가좌3동,19950101,
961,2826061000,인천광역시,서구,가좌4동,19950101,
962,2826068000,인천광역시,서구,검단동,20180701,
963,2826069000,인천광역시,서구,불로대곡동,20180701,
964,2826070000,인천광역시,서구,원당동,20180701,
965,2826071000,인천광역시,서구,당하동,20180701,
966,2826072000,인천광역시,서구,오류왕길동,20180701,
967,2826500000,인천광역시,서구검단출장,,19950301,
968,2871000000,인천광역시,강화군,,19950301,
969,2871025000,인천광역시,강화군,강화읍,19950301,
970,2871031000,인천광역시,강화군,선원면,19950301,
971,2871032000,인천광역시,강화군,불은면,19950301,
972,2871033000,인천광역시,강화군,길상면,19950301,
973,2871034000,인천광역시,강화군,화도면,19950301,
974,2871035000,인천광역시,강화군,양도면,19950301,
975,2871036000,인천광역시,강화군,내가면,19950301,
976,2871037000,인천광역시,강화군,하점면,19950301,
977,2871038000,인천광역시,강화군,양사면,19950301,
978,2871039000,인천광역시,강화군,송해면,19950301,
979,2871040000,인천광역시,강화군,교동면,19950301,
980,2871041000,인천광역시,강화군,삼산면,19950301,
981,2871042000,인천광역시,강화군,서도면,19950301,
982,2871042500,인천광역시,강화군,서도면볼음출장소,19950301,
983,2872000000,인천광역시,옹진군,,19950301,
984,2872031000,인천광역시,옹진군,북도면,19950301,
985,2872031500,인천광역시,옹진군,북도면장봉출장소,19950301,
986,2872033000,인천광역시,옹진군,백령면,19950301,
987,2872034000,인천광역시,옹진군,대청면,19950301,
988,2872034500,인천광역시,옹진군,대청면소청출장소,19950301,
989,2872035000,인천광역시,옹진군,덕적면,19950301,
990,2872036000,인천광역시,옹진군,영흥면,19950301,
991,2872037000,인천광역시,옹진군,자월면,19950301,
992,2872037500,인천광역시,옹진군,자월면이작출장소,20190208,
993,2872038000,인천광역시,옹진군,연평면,19990720,
994,2900000000,광주광역시,,,19950101,
995,2911000000,광주광역시,동구,,19950101,
996,2911052500,광주광역시,동구,충장동,19980427,
997,2911054500,광주광역시,동구,동명동,19980427,
998,2911056000,광주광역시,동구,계림1동,19950101,
999,2911057000,광주광역시,동구,계림2동,19950101,
1000,2911059000,광주광역시,동구,산수1동,19950101,
1001,2911060000,광주광역시,동구,산수2동,19950101,
1002,2911062000,광주광역시,동구,지산1동,19950101,
1003,2911063000,광주광역시,동구,지산2동,19950101,
1004,2911065500,광주광역시,동구,서남동,19980427,
1005,2911068500,광주광역시,동구,학동,19980427,
1006,2911071000,광주광역시,동구,학운동,19950101,
1007,2911073000,광주광역시,동구,지원1동,19980427,
1008,2911074000,광주광역시,동구,지원2동,19980427,
1009,2914000000,광주광역시,서구,,19950101,
1010,2914057500,광주광역시,서구,양동,19990118,
1011,2914059000,광주광역시,서구,양3동,19950101,
1012,2914065000,광주광역시,서구,농성1동,19950101,
1013,2914066000,광주광역시,서구,농성2동,19950101,
1014,2914073000,광주광역시,서구,광천동,19950101,
1015,2914074000,광주광역시,서구,유덕동,19950101,
1016,2914074500,광주광역시,서구,치평동,20030217,
1017,2914075100,광주광역시,서구,상무1동,19950101,
1018,2914075200,광주광역시,서구,상무2동,19950101,
1019,2914076000,광주광역시,서구,화정1동,19950101,
1020,2914077000,광주광역시,서구,화정2동,19950101,
1021,2914078000,광주광역시,서구,화정3동,19950101,
1022,2914079000,광주광역시,서구,화정4동,19950101,
1023,2914080000,광주광역시,서구,서창동,19950420,
1024,2914082100,광주광역시,서구,금호1동,20050704,
1025,2914082400,광주광역시,서구,금호2동,20050704,
1026,2914083000,광주광역시,서구,풍암동,20030217,
1027,2914084000,광주광역시,서구,동천동,20111001,
1028,2915500000,광주광역시,남구,,19950301,
1029,2915551000,광주광역시,남구,양림동,19950301,
1030,2915552000,광주광역시,남구,방림1동,19950101,
1031,2915553000,광주광역시,남구,방림2동,19950101,
1032,2915553700,광주광역시,남구,봉선1동,19950301,
1033,2915553800,광주광역시,남구,봉선2동,19950301,
1034,2915554500,광주광역시,남구,사직동,19981001,
1035,2915560500,광주광역시,남구,월산동,20000701,
1036,2915563000,광주광역시,남구,월산4동,19950101,
1037,2915564000,광주광역시,남구,월산5동,19950101,
1038,2915567000,광주광역시,남구,백운1동,19950101,
1039,2915568000,광주광역시,남구,백운2동,19950101,
1040,2915569000,광주광역시,남구,주월1동,19950101,
1041,2915570000,광주광역시,남구,주월2동,19950101,
1042,2915571000,광주광역시,남구,효덕동,19950301,
1043,2915572000,광주광역시,남구,송암동,19950301,
1044,2915573000,광주광역시,남구,대촌동,19950420,
1045,2917000000,광주광역시,북구,,19950101,
1046,2917051000,광주광역시,북구,중흥1동,19950101,
1047,2917052000,광주광역시,북구,중흥2동,19950101,
1048,2917053000,광주광역시,북구,중흥3동,19950101,
1049,2917055500,광주광역시,북구,중앙동,19970301,
1050,2917057000,광주광역시,북구,임동,19950101,
1051,2917058000,광주광역시,북구,신안동,19950101,
1052,2917059000,광주광역시,북구,용봉동,19950101,
1053,2917060100,광주광역시,북구,운암1동,19970301,
1054,2917060200,광주광역시,북구,운암2동,19970301,
1055,2917060300,광주광역시,북구,운암3동,19970301,
1056,2917061500,광주광역시,북구,동림동,19970301,
1057,2917062000,광주광역시,북구,우산동,19950101,
1058,2917063500,광주광역시,북구,풍향동,19970301,
1059,2917065000,광주광역시,북구,문화동,19950101,
1060,2917065600,광주광역시,북구,문흥1동,19960101,
1061,2917065700,광주광역시,북구,문흥2동,19960101,
1062,2917066100,광주광역시,북구,두암1동,19950101,
1063,2917066200,광주광역시,북구,두암2동,19950101,
1064,2917066300,광주광역시,북구,두암3동,19950301,
1065,2917066600,광주광역시,북구,삼각동,20030707,
1066,2917066900,광주광역시,북구,일곡동,20030707,
1067,2917067300,광주광역시,북구,매곡동,19970301,
1068,2917067600,광주광역시,북구,오치1동,19970301,
1069,2917067700,광주광역시,북구,오치2동,19970301,
1070,2917068500,광주광역시,북구,석곡동,19980921,
1071,2917069500,광주광역시,북구,건국동,19980921,
1072,2917069600,광주광역시,북구,양산동,20130318,
1073,2920000000,광주광역시,광산구,,19950101,
1074,2920051500,광주광역시,광산구,송정1동,19950101,
1075,2920052500,광주광역시,광산구,송정2동,19950101,
1076,2920054000,광주광역시,광산구,도산동,19950101,
1077,2920055000,광주광역시,광산구,신흥동,19950101,
1078,2920056500,광주광역시,광산구,어룡동,19981015,
1079,2920058000,광주광역시,광산구,우산동,19950101,
1080,2920060000,광주광역시,광산구,월곡1동,19950301,
1081,2920061000,광주광역시,광산구,월곡2동,19950301,
1082,2920062000,광주광역시,광산구,비아동,19970701,
1083,2920062400,광주광역시,광산구,첨단1동,20030630,
1084,2920062600,광주광역시,광산구,첨단2동,20030630,
1085,2920063000,광주광역시,광산구,신가동,19970701,
1086,2920063500,광주광역시,광산구,운남동,20030630,
1087,2920063700,광주광역시,광산구,수완동,20100906,
1088,2920064000,광주광역시,광산구,하남동,19981015,
1089,2920065000,광주광역시,광산구,임곡동,19981015,
1090,2920066000,광주광역시,광산구,동곡동,19981015,
1091,2920067000,광주광역시,광산구,평동,19981015,
1092,2920068000,광주광역시,광산구,삼도동,19981015,
1093,2920069000,광주광역시,광산구,본량동,19981015,
1094,2920070000,광주광역시,광산구,신창동,20090901,
1095,3000000000,대전광역시,,,19950101,
1096,3011000000,대전광역시,동구,,19950101,
1097,3011051500,대전광역시,동구,중앙동,19981214,
1098,3011053000,대전광역시,동구,효동,19950101,
1099,3011054500,대전광역시,동구,신인동,20080901,
1100,3011055100,대전광역시,동구,판암1동,19950101,
1101,3011055200,대전광역시,동구,판암2동,19950101,
1102,3011056000,대전광역시,동구,용운동,19950101,
1103,3011058500,대전광역시,동구,대동,19981214,
1104,3011059000,대전광역시,동구,자양동,19950101,
1105,3011062000,대전광역시,동구,가양1동,19950101,
1106,3011063000,대전광역시,동구,가양2동,19950101,
1107,3011064000,대전광역시,동구,용전동,19950101,
1108,3011066500,대전광역시,동구,성남동,20080901,
1109,3011067000,대전광역시,동구,홍도동,19950101,
1110,3011069500,대전광역시,동구,삼성동,20080901,
1111,3011072500,대전광역시,동구,대청동,19981214,
1112,3011074000,대전광역시,동구,산내동,19950101,
1113,3014000000,대전광역시,중구,,19950101,
1114,3014053500,대전광역시,중구,은행선화동,19981123,
1115,3014055000,대전광역시,중구,목동,19950101,
1116,3014056000,대전광역시,중구,중촌동,19950101,
1117,3014057500,대전광역시,중구,대흥동,19980101,
1118,3014060500,대전광역시,중구,문창동,19980101,
1119,3014062000,대전광역시,중구,석교동,19950101,
1120,3014063000,대전광역시,중구,대사동,19950101,
1121,3014064000,대전광역시,중구,부사동,19950101,
1122,3014065500,대전광역시,중구,용두동,19981123,
1123,3014067000,대전광역시,중구,오류동,19950101,
1124,3014068000,대전광역시,중구,태평1동,19950101,
1125,3014069000,대전광역시,중구,태평2동,19950101,
1126,3014070000,대전광역시,중구,유천1동,19950101,
1127,3014071000,대전광역시,중구,유천2동,19950101,
1128,3014072000,대전광역시,중구,문화1동,19950101,
1129,3014073000,대전광역시,중구,문화2동,19950101,
1130,3014074000,대전광역시,중구,산성동,19981123,
1131,3017000000,대전광역시,서구,,19950101,
1132,3017051000,대전광역시,서구,복수동,19950101,
1133,3017052000,대전광역시,서구,도마1동,19950101,
1134,3017053000,대전광역시,서구,도마2동,19950101,
1135,3017053500,대전광역시,서구,정림동,19950101,
1136,3017054000,대전광역시,서구,변동,19950101,
1137,3017055000,대전광역시,서구,용문동,19950101,
1138,3017055500,대전광역시,서구,탄방동,19950101,
1139,3017056000,대전광역시,서구,괴정동,19950101,
1140,3017057000,대전광역시,서구,가장동,19950101,
1141,3017057500,대전광역시,서구,내동,19960826,
1142,3017058100,대전광역시,서구,갈마1동,19980101,
1143,3017058200,대전광역시,서구,갈마2동,19980101,
1144,3017058600,대전광역시,서구,월평1동,19950101,
1145,3017058700,대전광역시,서구,월평2동,19950101,
1146,3017058800,대전광역시,서구,월평3동,19980101,
1147,3017059000,대전광역시,서구,가수원동,19950101,
1148,3017059600,대전광역시,서구,관저1동,20050204,
1149,3017059700,대전광역시,서구,관저2동,20050204,
1150,3017060000,대전광역시,서구,기성동,19950101,
1151,3017063000,대전광역시,서구,둔산1동,19960101,
1152,3017064000,대전광역시,서구,둔산2동,19960101,
1153,3017065000,대전광역시,서구,만년동,19980101,
1154,3017066000,대전광역시,서구,둔산3동,20090501,
1155,3020000000,대전광역시,유성구,,19950101,
1156,3020052000,대전광역시,유성구,진잠동,19981026,
1157,3020053000,대전광역시,유성구,온천1동,19950101,
1158,3020054000,대전광역시,유성구,온천2동,19981026,
1159,3020054600,대전광역시,유성구,노은1동,20070205,
1160,3020054700,대전광역시,유성구,노은2동,20070205,
1161,3020054800,대전광역시,유성구,노은3동,20150720,
1162,3020055000,대전광역시,유성구,신성동,19950101,
1163,3020057000,대전광역시,유성구,전민동,19950101,
1164,3020058000,대전광역시,유성구,구즉동,19950101,
1165,3020060000,대전광역시,유성구,관평동,20100811,
1166,3020061000,대전광역시,유성구,원신흥동,20130916,
1167,3023000000,대전광역시,대덕구,,19950101,
1168,3023051000,대전광역시,대덕구,오정동,19950101,
1169,3023052000,대전광역시,대덕구,대화동,19950101,
1170,3023052500,대전광역시,대덕구,회덕동,20030201,
1171,3023053300,대전광역시,대덕구,비래동,20030201,
1172,3023054300,대전광역시,대덕구,송촌동,20030201,
1173,3023054600,대전광역시,대덕구,중리동,19950101,
1174,3023055000,대전광역시,대덕구,신탄진동,19950101,
1175,3023056000,대전광역시,대덕구,석봉동,19950101,
1176,3023057000,대전광역시,대덕구,덕암동,19950101,
1177,3023058000,대전광역시,대덕구,목상동,19950101,
1178,3023060000,대전광역시,대덕구,법1동,19960101,
1179,3023061000,대전광역시,대덕구,법2동,19960101,
1180,3100000000,울산광역시,,,19970715,
1181,3111000000,울산광역시,중구,,19970715,
1182,3111051000,울산광역시,중구,학성동,19970715,
1183,3111052000,울산광역시,중구,반구1동,19970715,
1184,3111053000,울산광역시,중구,반구2동,19970715,
1185,3111054000,울산광역시,중구,복산1동,19970715,
1186,3111055000,울산광역시,중구,복산2동,19970715,
1187,3111058500,울산광역시,중구,중앙동,19970715,
1188,3111059000,울산광역시,중구,우정동,19970715,
1189,3111060000,울산광역시,중구,태화동,19970715,
1190,3111061000,울산광역시,중구,다운동,19970715,
1191,3111062000,울산광역시,중구,병영1동,19970715,
1192,3111063000,울산광역시,중구,병영2동,19970715,
1193,3111064000,울산광역시,중구,약사동,19970715,
1194,3111065000,울산광역시,중구,성안동,20140901,
1195,3114000000,울산광역시,남구,,19970715,
1196,3114051000,울산광역시,남구,신정1동,19970715,
1197,3114052000,울산광역시,남구,신정2동,19970715,
1198,3114053000,울산광역시,남구,신정3동,19970715,
1199,3114054000,울산광역시,남구,신정4동,19970715,
1200,3114055000,울산광역시,남구,신정5동,19970715,
1201,3114056000,울산광역시,남구,달동,19970715,
1202,3114057000,울산광역시,남구,삼산동,19970715,
1203,3114058500,울산광역시,남구,삼호동,20070226,
1204,3114059500,울산광역시,남구,무거동,20070226,
1205,3114060000,울산광역시,남구,옥동,19970715,
1206,3114062500,울산광역시,남구,대현동,20070226,
1207,3114063500,울산광역시,남구,수암동,20070226,
1208,3114064000,울산광역시,남구,선암동,19981017,
1209,3114067000,울산광역시,남구,야음장생포동,20070226,
1210,3117000000,울산광역시,동구,,19970715,
1211,3117051000,울산광역시,동구,방어동,19970715,
1212,3117052000,울산광역시,동구,일산동,19970715,
1213,3117053000,울산광역시,동구,화정동,19970715,
1214,3117054000,울산광역시,동구,대송동,19970715,
1215,3117055000,울산광역시,동구,전하1동,19970715,
1216,3117056000,울산광역시,동구,전하2동,19970715,
1217,3117058000,울산광역시,동구,남목1동,19970715,
1218,3117059000,울산광역시,동구,남목2동,19970715,
1219,3117060000,울산광역시,동구,남목3동,19981001,
1220,3120000000,울산광역시,북구,,19970715,
1221,3120051000,울산광역시,북구,농소1동,19970715,
1222,3120052000,울산광역시,북구,농소2동,19970715,
1223,3120053000,울산광역시,북구,농소3동,19970715,
1224,3120054000,울산광역시,북구,강동동,19970715,
1225,3120056000,울산광역시,북구,효문동,19981001,
1226,3120057000,울산광역시,북구,송정동,19970715,
1227,3120058000,울산광역시,북구,양정동,19970715,
1228,3120059000,울산광역시,북구,염포동,19980301,
1229,3171000000,울산광역시,울주군,,19970715,
1230,3171025000,울산광역시,울주군,온산읍,19970715,
1231,3171025300,울산광역시,울주군,언양읍,19970715,
1232,3171025600,울산광역시,울주군,온양읍,20010301,
1233,3171025900,울산광역시,울주군,범서읍,20010301,
1234,3171026200,울산광역시,울주군,청량읍,20180401,
1235,3171031000,울산광역시,울주군,서생면,19970715,
1236,3171034000,울산광역시,울주군,웅촌면,19970715,
1237,3171036000,울산광역시,울주군,두동면,19970715,
1238,3171037000,울산광역시,울주군,두서면,19970715,
1239,3171038000,울산광역시,울주군,상북면,19970715,
1240,3171039000,울산광역시,울주군,삼남면,19970715,
1241,3171040000,울산광역시,울주군,삼동면,19970715,
1242,3600000000,세종특별자치시,,,20120701,
1243,3611000000,세종특별자치시,,,20120701,
1244,3611025000,세종특별자치시,,조치원읍,20120701,
1245,3611031000,세종특별자치시,,연기면,20120701,
1246,3611032000,세종특별자치시,,연동면,20120701,
1247,3611033000,세종특별자치시,,부강면,20120701,
1248,3611034000,세종특별자치시,,금남면,20120701,
1249,3611035000,세종특별자치시,,장군면,20120701,
1250,3611036000,세종특별자치시,,연서면,20120701,
1251,3611037000,세종특별자치시,,전의면,20120701,
1252,3611038000,세종특별자치시,,전동면,20120701,
1253,3611039000,세종특별자치시,,소정면,20120701,
1254,3611051000,세종특별자치시,,한솔동,20120701,
1255,3611051500,세종특별자치시,,새롬동,20171016,
1256,3611052000,세종특별자치시,,도담동,20140210,
1257,3611053000,세종특별자치시,,아름동,20150126,
1258,3611054000,세종특별자치시,,종촌동,20160418,
1259,3611055000,세종특별자치시,,고운동,20170206,
1260,3611055500,세종특별자치시,,소담동,20180723,
1261,3611056000,세종특별자치시,,보람동,20170206,
1262,3611057000,세종특별자치시,,대평동,20180716,
1263,4100000000,경기도,,,19880423,
1264,4110500000,북부출장소,,,19880423,
1265,4111000000,경기도,수원시,,19880423,
1266,4111100000,경기도,수원시 장안구,,19880701,
1267,4111156000,경기도,수원시 장안구,파장동,19880701,
1268,4111156600,경기도,수원시 장안구,율천동,19900101,
1269,4111157100,경기도,수원시 장안구,정자1동,19900101,
1270,4111157200,경기도,수원시 장안구,정자2동,19900101,
1271,4111157300,경기도,수원시 장안구,정자3동,20030210,
1272,4111158000,경기도,수원시 장안구,영화동,19880701,
1273,4111159100,경기도,수원시 장안구,송죽동,19900520,
1274,4111159700,경기도,수원시 장안구,조원1동,20030210,
1275,4111159800,경기도,수원시 장안구,조원2동,20030210,
1276,4111160000,경기도,수원시 장안구,연무동,19880701,
1277,4111300000,경기도,수원시 권선구,,19880701,
1278,4111352000,경기도,수원시 권선구,세류1동,19880701,
1279,4111353000,경기도,수원시 권선구,세류2동,19880701,
1280,4111354000,경기도,수원시 권선구,세류3동,19880701,
1281,4111355000,경기도,수원시 권선구,평동,19880701,
1282,4111356000,경기도,수원시 권선구,서둔동,19880701,
1283,4111365000,경기도,수원시 권선구,구운동,20031124,
1284,4111366200,경기도,수원시 권선구,금곡동,20160111,
1285,4111366400,경기도,수원시 권선구,호매실동,20160111,
1286,4111367000,경기도,수원시 권선구,권선1동,20031124,
1287,4111368000,경기도,수원시 권선구,권선2동,20031124,
1288,4111369000,경기도,수원시 권선구,곡선동,20031124,
1289,4111370000,경기도,수원시 권선구,입북동,20031124,
1290,4111500000,경기도,수원시 팔달구,,19930115,
1291,4111565000,경기도,수원시 팔달구,매교동,20031124,
1292,4111566000,경기도,수원시 팔달구,매산동,20031124,
1293,4111567000,경기도,수원시 팔달구,고등동,20031124,
1294,4111568000,경기도,수원시 팔달구,화서1동,20031124,
1295,4111569000,경기도,수원시 팔달구,화서2동,20031124,
1296,4111570000,경기도,수원시 팔달구,지동,20031124,
1297,4111571000,경기도,수원시 팔달구,우만1동,20031124,
1298,4111572000,경기도,수원시 팔달구,우만2동,20031124,
1299,4111573000,경기도,수원시 팔달구,인계동,20031124,
