현대장호원서비스,경기도 이천시 장호원읍 서동대로 8769-1,031-643-0080,37.115761, 127.609197
우성자동차정비공업사-화성,경기도 화성시 향남읍 서낭목길 125 (향남읍),031-354-9909,37.139957, 126.902579
이레자동차공업사,경기도 양평군 양서면 두물머리길20번길 7,031-772-9995,37.542453, 127.318693
1급유성오토모빌,경기도 용인시 처인구 이동읍 화산로 13-1 (이동읍),031-336-4616,37.145913, 127.203746
양평기아자동차서비스,경기도 양평군 양평읍 중앙로111번길 30,031-775-8111,37.495835, 127.503100
대청자동차정비,경기도 용인시 처인구 경안천로 214-5,031-332-2346,37.250285, 127.218860
양평현대자동차정비,경기도 양평군 양평읍 오빈리 143-3,031-775-7720,37.501410, 127.477106
쉼터서비스,경기도 화성시 정남면 시청로 1592 (정남면),031-366-0238,37.171112, 126.950441
양평자동차공업사,경기도 양평군 양평읍 경강로 1744 (양평읍),031-772-2301,37.501588, 127.474561
광명자동차공업,경기도 용인시 처인구 백옥대로 1290 (유방동),031-322-4975,37.250075, 127.213126
시흥현대모터스,경기도 시흥시 은행로 47 (은행동),031-314-0123,37.436537, 126.794711
예지엠에스,경기도 부천시 오정로 282 (오정동),032-671-5500,37.531330, 126.789379
신천정비,경기도 시흥시 포도원로116번길 29 (신천동),031-318-0900,37.433534, 126.789250
신진자동차공업사,경기도 안양시 만안구 덕천로 51 (안양동),031-446-3338,37.385874, 126.935449
대산자동차공업,경기도 안양시 동안구 시민대로 333 (관양동),031-421-0810,37.396461, 126.967569
시흥카독크,경기도 시흥시 포도원로116번길 2 (신천동),031-315-1700,37.434995, 126.786554
아주자동차공업사-부천,경기도 부천시 신흥로 300 (약대동),032-662-7000,37.510279, 126.775394
한근자동차공업,경기도 안양시 동안구 시민대로 367 (관양동),031-421-3385,37.396850, 126.971238
평촌써비스,경기도 안양시 동안구 시민대로393번길 21 (관양동),031-423-8585,37.397420, 126.973339
부천자동차공업사,경기도 부천시 신흥로 384 (내동),032-672-5806,37.517982, 126.775610
현대드림모터스,경기도 안양시 만안구 시민대로 28 (안양동),031-477-1111,37.382967, 126.937789
미소자동차서비스,경기도 안양시 만안구 덕천로 8 (안양동),031-444-5001,37.382031, 126.937536
서부천서비스기아오토큐,경기도 부천시 신흥로413번길 18 (삼정동),032-684-6000,37.520662, 126.774408
삼정자동차정비,경기도 부천시 오정로 108 (삼정동),032-673-9991,37.525433, 126.772573
형제자동차공업사,경기도 부천시 오정로 107 (삼정동),032-672-2311,37.524382, 126.768343
미래자동차,경기도 부천시 석천로 396 (삼정동),032-671-8813,37.526376, 126.766834
완주자동차정비사업소,경기도 의왕시 안양판교로 138 (포일동),031-424-7770,37.392176, 126.987048
주식회사카런,경기도 부천시 송내대로518번길 104-6 (삼정동),032-682-1524,37.529398, 126.766436
1급제일스카이정비,경기 부천시 송내대로518번길 30,032-676-0096,37.529206, 126.762079
삼손종합정비,경기도 군포시 농심로 87 (당정동),031-455-8222,37.365187, 126.957534
OK자동차1급정비공장,경기도 군포시 공단로 111 (당동),031-451-7585,37.355204, 126.949209
경인자동차정비공업,경기도 의왕시 고래들길 39 (오전동),031-452-3314,37.358129, 126.961918
강서상용현대서비스,경기도 김포시 고촌읍 아라육로57번길 87-11 (고촌읍),02-2666-6268,37.358129, 126.961918
정진자동차공업,경기도 군포시 당정로28번길 30 (당정동),031-458-0196,37.352635, 126.958385
1급행복한자동차공업사,경기도 고양시 덕양구 용현로5번길 24 (행신동),031-973-7233,37.613519, 126.835016
행신지정서비스주식회사,경기도 고양시 덕양구 무원로6번길 25,031-974-5151,37.613620, 126.833264
덕양자동차검사소,경기도 고양시 덕양구 무원로6번길 31 (행신동),031-938-8118,37.613871, 126.833199
신세기자동차정비검사소,경기도 의왕시 고천공업로 8 (고천동),031-427-4344,37.350744, 126.971709
상록한마음모터스,경기도 안산시 상록구 안산천서로 271 (월피동),031-475-1566,37.337406, 126.849946
중앙카독크,경기도 안산시 상록구 안산천서로 265 (월피동),031-475-1282,37.337005, 126.849606
1급현대정비,경기도 안산시 단원구 선이로 43 (선부동),031-410-5230,37.343838, 126.800558
신광자동차정비,경기도 안산시 단원구 선이로 33 (선부동),031-482-8585,37.343055, 126.801442
온누리오토프로,경기도 고양시 덕양구 권율대로 822 (신원동),02-381-8222,37.343055, 126.801442
삼송현대서비스,경기도 고양시 덕양구 큰골길 10 (오금동),02-381-9955,37.343055, 126.801442
현대효성자동차공업,경기도 수원시 장안구 경수대로 1196-12 (파장동),031-241-3316,37.343055, 126.801442
르노삼성동아정비센터,경기도 고양시 덕양구 원당로 79-5 (주교동),031-962-3511,37.343055, 126.801442
대림자동차정비서비스,경기도 성남시 수정구 사송로77번길 68 (사송동),031-723-8207,37.343055, 126.801442
수원클린모터스,경기도 수원시 장안구 경수대로 1131 (이목동),031-269-1233,37.343055, 126.801442
안산모터스,경기도 안산시 단원구 연수원로 17 (원시동),031-494-0131,37.343055, 126.801442
동양정비,경기도 안산시 상록구 오목로13길 16,031-407-0707,37.343055, 126.801442
신도시카독크,경기도 고양시 일산동구 장대길 160-54,031-905-5555,37.343055, 126.801442
성도모터스,경기도 고양시 일산동구 백마로 488,031-907-1883,37.343055, 126.801442
현대북수원서비스,경기도 수원시 장안구 천천로 106 (천천동),031-207-0070,37.343055, 126.801442
중원자동차공업사,경기도 성남시 중원구 둔촌대로 156(하대원동),031-757-7656,37.343055, 126.801442
주식회사 중앙자동차,경기도 시흥시 군자천로 281 1층 (정왕동),031-483-8000,37.343055, 126.801442
백마자동차정비공업,경기도 고양시 일산동구 고일로 136,031-908-8811,37.343055, 126.801442
한국지엠시화정비,경기도 시흥시 군자천로 277 (정왕동 시화공단 2가 203-1호),031-434-0900,37.343055, 126.801442
현대시화모터스,경기도 시흥시 군자천로 271 (정왕동),031-497-5555,37.343055, 126.801442
일급서해자동차정비주식회사,경기도 시흥시 산기대학로 193-2가 (정왕동),031-431-7676,37.343055, 126.801442
신대양모터스,경기도 안산시 상록구 용담로 83 (팔곡이동),031-437-6191,37.343055, 126.801442
동일카독크,경기도 시흥시 산기대학로 197 (정왕동),031-431-0083,37.343055, 126.801442
현대자동차검사정비사업소,경기도 성남시 분당구 대왕판교로 277,031-726-7890,37.343055, 126.801442
다성자동차검사정비,경기도 시흥시 공단1대로 199 (정왕동),031-499-4700,37.343055, 126.801442
국제카독크,경기도 시흥시 공단1대로260번길 6 (정왕동),031-498-6464,37.343055, 126.801442
장안자동차공업사,경기도 수원시 장안구 송정로 75 (송죽동),031-251-8331,37.343055, 126.801442
일급신분당검사정비사업소,경기도 성남시 분당구 이매로 118 (이매동),031-707-4979,37.343055, 126.801442
김포현대모터스,경기도 김포시 감정로19번길 97-14 (감정동),031-985-4848,37.343055, 126.801442
현대대명모터스,경기도 안산시 상록구 선진6길 18 (사동),031-407-5333,37.343055, 126.801442
세기자동차정비,경기도 안산시 상록구 선진안길 25 (사동),031-407-4800,37.343055, 126.801442
경동모터스,경기도 안산시 상록구 선진3길 14 (사동),031-408-5200,37.343055, 126.801442
안산사동자동차공업사,경기도 안산시 상록구 선진로 30 (사동),031-408-2031,37.343055, 126.801442
오버존자동차1급정비,경기도 안산시 단원구 번영1로 7 (성곡동),031-480-4972,37.343055, 126.801442
1급분당종합정비사업,경기도 성남시 분당구 동원북로 18 (동원동),031-711-3334,37.343055, 126.801442
21세기일산현대자동차회사,경기도 고양시 일산동구 고양대로 900-28,031-903-9955,37.343055, 126.801442
에펠오토서비스성남자동차검사소,경기도 성남시 중원구 둔촌대로 356 (하대원동),031-721-7300,37.343055, 126.801442
구리현대자동차공업사,경기도 구리시 아차산로 399 (교문동),031-565-9191,37.343055, 126.801442
태온모터스,경기도 하남시 감초로184번길 11 (초이동),02-481-8181,37.343055, 126.801442
동신자동차정비,경기도 안산시 단원구 시화호수로841번길 28-3 (성곡동),031-508-3378,37.343055, 126.801442
현대모터스검사정비,경기도 김포시 감암로 87 (걸포동),031-983-8333,37.343055, 126.801442
르노삼성자동차지정정비센터구리정비,경기도 구리시 아차산로506번길 21,031-562-1001,37.343055, 126.801442
현대일산자동차정비센터,경기도 고양시 일산동구 성석로 40 (중산동),031-977-5656,37.343055, 126.801442
세원자동차써비스,경기도 성남시 중원구 둔촌대로 458 (상대원동),031-731-6911,37.343055, 126.801442
서하남공업사,경기도 하남시 초광산단로 75 (광암동),02-441-6266,37.526497, 127.172191
디엠모터스,경기도 하남시 초광산단동로6번길 8 (광암동),02-426-4227,37.526497, 127.172191
고양현대자동차공업,경기도 고양시 덕양구 호국로 1721 (벽제동),031-964-3322,37.526497, 127.172191
동화종합자동차공업주식회사,경기도 용인시 수지구 수지로 97 (상현동),031-262-6700,37.308551, 127.078676
수지모터스,경기도 용인시 수지구 수지로 112 (성복동),031-896-9200,37.312178, 127.082560
신흥자동차정비검사,경기도 고양시 일산동구 견달산로 400 (문봉동),031-977-4040,37.700296, 126.822739
수지자동차,경기도 용인시 수지구 풍덕천로190번길 15-4 (풍덕천동),031-262-6655,37.325059, 127.102627
신세계자동차공업,경기도 용인시 수지구 용구대로 2711-3 (죽전동),031-263-0090,37.327899, 127.108059
명진자동차,경기도 고양시 일산동구 성현로 363 (문봉동),031-977-0030,37.327899, 127.108059
교문자동차공업사,경기도 구리시 동구릉로200번길 18 (인창동),031-567-8291,37.616366, 127.139077
현대공업사,경기도 구리시 동구릉로200번길 34,031-553-4575,37.616960, 127.140178
장안,경기도 용인시 기흥구 용구대로2469번길 128 (보정동),1588-4212,37.616960, 127.140178
일광자동차서비스,경기도 양주시 장흥면 호국로123번길 12 (장흥면),031-855-0803,37.714856, 126.935462
굿모닝자동차서비스,경기도 고양시 일산동구 고봉로 466 (성석동),031-901-0999,37.699772, 126.781921
원일현대서비스,경기도 고양시 일산동구 장진천길 14-7 (설문동),031-905-5100,37.709292, 126.812209
도이치모터스수원오토월드지점,경기도 수원시 권선구 권선로 308-5 (고색동),031-5173-7100,37.257746, 126.985742
자일일산서비스,경기도 고양시 일산서구 경의로 848,031-914-0900,37.692863, 126.760603
고양벽제현대서비스주식회사,경기도 고양시 덕양구 혜음로 240 (벽제동),031-968-5300,37.721111, 126.897994
오포현대서비스,경기도 광주시 오포읍 신현로 85,031-718-3333,37.360646, 127.156889
일급내유현대공업사,경기도 고양시 덕양구 통일로1031번길 494 (내유동),031-964-6140,37.718094, 126.847518
일산자동차검사정비사업소,경기도 고양시 일산서구 하이파크3로 9 (덕이동),031-921-0404,37.692563, 126.753343
일주자동차정비공업사,경기도 수원시 권선구 매송고색로 858 (평동),031-296-1919,37.256879, 126.996573
퍼스트오토,경기도 수원시 권선구 평동로 52-30 (고색동),031-278-6567,37.251036, 126.982138
주식회사 모건,경기도 용인시 기흥구 용구대로2469번길 1 (보정동),031-283-5500,37.306633, 127.105501
우성공업사-수원,경기도 수원시 권선구 매송고색로 779 (고색동),031-296-7100,37.253572, 126.989398
성일자동차검사소,경기도 고양시 일산동구 성현로 40 (성석동),031-977-4992,37.708710, 126.791258
중산자동차,경기도 고양시 일산동구 고봉로531번길 29 (성석동),031-977-4733,37.705733, 126.780786
수원자동차검사정비,경기도 수원시 권선구 매송고색로 828-19 (평동),031-295-7342,37.254351, 126.995550
고양자동차공업사,경기도 고양시 일산동구 공릉천로 326 (지영동),031-969-1414,37.711927, 126.829311
서수원자동차공업사,경기도 수원시 권선구 매송고색로503번길 2 (오목천동),031-295-6694,37.245065, 126.960501
1급양지모터스,경기도 고양시 일산동구 고봉로 618-18 (성석동),031-926-4055,37.711989, 126.789562
덕이자동차정비공업,경기도 고양시 일산서구 송산로 499-16 (덕이동),031-913-7702,37.689397, 126.732830
오토드림,경기도 수원시 권선구 매송고색로 490 (오목천동),031-291-2867,37.243552, 126.959736
보성모터스,경기도 고양시 일산서구 덕이로 229,031-914-7373,37.697757, 126.737103
1급현대신광서비스,경기도 하남시 신장1로 5 (신장동),031-793-5550,37.537029, 127.208807
하남종합서비스 기아오토큐,경기도 하남시 하남대로802번길 5-6 (신장동),031-796-2601,37.541510, 127.208473
엘리트자동차검사소,경기도 수원시 영통구 중부대로448번길 35 (원천동),031-216-8585,37.267831, 127.062619
신대영자동차1급정비업체,경기도 수원시 영통구 중부대로448번길 77 (원천동),031-216-8633,37.266912, 127.061076
고양모터스,경기도 고양시 일산서구 덕산로 196-51 (가좌동),031-915-1888,37.692887, 126.723644
이화자동차정비센타,경기도 남양주시 퇴계원면 경춘북로 536,031-572-5000,37.647253, 127.143469
샵모빌리티,경기도 고양시 일산서구 덕산로195번길 19 (가좌동),031-925-7330,37.695628, 126.724074
미사나룰모터스,경기도 하남시 덕풍북로 192 (덕풍동),031-796-5005,37.695628, 126.724074
마이스터자동차정비공장,경기도 수원시 권선구 산업로 10 (오목천동),031-278-2020,37.695628, 126.724074
김포현대카독크,경기도 김포시 김포대로1544번길 29 (운양동),031-986-6010,37.661139, 126.667140
가온모터스,경기도 수원시 권선구 서수원로75번길 70-11 (오목천동),031-278-7942,37.233874, 126.972800
수원중앙서비스기아오토규,경기도 수원시 영통구 신원로 271 (매탄동),031-216-2900,37.259627, 127.060520
하나자동차공업사,경기도 수원시 영통구 매영로 252 (원천동),031-217-4116,37.258721, 127.064466
현대자동차정비공업사,경기도 김포시 양촌읍 봉수대로 1824 (양촌읍),031-998-4979,37.258721, 127.064466
현대하남서비스,경기도 하남시 신장동로140번길 46 (신장동),031-794-9000,37.543325, 127.220269
길갈1급공업사,경기도 화성시 비봉면 화성로 1567,031-355-0986,37.224131, 126.852616
북의정부자동차검사소,경기도 의정부시 신흥로 57-19,031-876-0077,37.721060, 127.042568
전국자동차정비,경기도 수원시 영통구 신원로 210 (매탄동 555-1),031-211-9372,37.721060, 127.042568
신한국자동차1급공업사,경기도 김포시 양촌읍 석모로 38,031-997-7077,37.721060, 127.042568
오포종합서비스기아오토큐,경기도 광주시 오포읍 오포로 184 (오포읍),031-714-4440,37.348197, 127.184296
에이스오토피아,경기도 수원시 영통구 신원로 56,031-204-5594,37.248142, 127.047748
대성자동차공업사,경기도 수원시 영통구 신원로 196 AC동 (매탄동),031-205-1865,37.248142, 127.047748
오토허브서비스,경기도 용인시 기흥구 중부대로 242 C동 1층 (영덕동),031-5182-5777,37.248142, 127.047748
1급동아탑정비,경기도 김포시 양촌읍 김포대로 1622,031-986-5670,37.664077, 126.657854
아크로모터스,경기도 수원시 영통구 삼성로 26 (신동),031-203-1414,37.247407, 127.048867
성보자동차정비공업사,경기도 광주시 고불로 220,031-797-8554,37.395848, 127.214545
별내현대서비스,경기도 남양주시 송산로 356 (별내동),1588-0501,37.395848, 127.214545
카랑,경기도 수원시 영통구 덕영대로 1491 (망포동),031-8019-5143,37.395848, 127.214545
동서울중기,경기도 광주시 오포읍 오포로 281 (오포읍),031-766-8826,37.348005, 127.193263
남부자동차서비스,경기도 수원시 영통구 영통로 173 (망포동),031-205-5005,37.242449, 127.052866
신갈오토모빌,경기도 용인시 기흥구 신갈로 5-5 (상갈동),031-286-8204,37.267411, 127.105021
와우자동차서비스,경기도 화성시 봉담읍 효행로 339 (봉담읍),031-267-2100,37.218724, 126.977724
현대1급자동차공업,경기도 남양주시 와부읍 덕소로 260,031-577-1422,37.578303, 127.224673
청덕모터스,경기도 용인시 기흥구 구성로 322-1 (청덕동),031-8005-6060,37.289782, 127.144364
남양현대1급정비,경기도 화성시 남양읍 화성로 1255 (남양읍),031-356-2131,37.216603, 126.820084
1급비손모터스공업사,경기도 용인시 기흥구 청명산로 5 (하갈동),031-204-0600,37.255069, 127.092612
주왕,경기도 수원시 영통구 덕영대로 1727 (영통동),031-205-4242,37.248578, 127.080490
화성자동차공업사,경기도 의정부시 경의로117번길 11 (의정부동),031-877-2777,37.733695, 127.049004
구갈현대서비스,경기도 용인시 기흥구 중부대로 537-15 (구갈동),031-282-2111,37.278954, 127.110332
정인현대공업사,경기도 김포시 양촌읍 양곡3로 156 (양촌읍),031-997-5670,37.662946, 126.633459
서천제일자동차공업사,경기도 용인시 기흥구 서그내로53번길 3-4 (서천동),031-273-9060,37.242264, 127.073677
신김포1급자동차검사정비,경기도 김포시 양촌읍 대곶남로 697-16 (양촌읍),031-998-6894,37.242264, 127.073677
사능자동차공업사,경기도 남양주시 진건읍 사릉로 433,031-573-2100,37.657210, 127.176501
일급종합,경기도 광주시 장지9길 107-22 (장지동),031-797-3801,37.405544, 127.238816
자동차와사람들,경기도 김포시 대곶면 대곶남로 609-5,031-998-6611,37.641572, 126.606502
명차화성검사소,경기도 화성시 효행로 454 (안녕동),031-236-0110,37.641572, 126.606502
제일자동차정비,경기도 김포시 양촌읍 양곡4로 117 (양촌읍),031-989-0013,37.641572, 126.606502
북부자동차공업 주식회사,경기도 남양주시 별내면 청학로 79(별내면),031-843-7300,37.706998, 127.118107
신경안모터스,경기도 광주시 오포읍 고산길 49,031-766-6114,37.371133, 127.226748
두원현대서비스,경기도 파주시 조리읍 통일로 477-14 (조리읍),031-948-2121,37.755015, 126.801573
남양공업사,경기도 화성시 남양읍 주석로 370-17,031-356-3816,37.202390, 126.862207
남양주자동차주식회사,경기도 남양주시 금곡로 9,031-559-8600,37.633595, 127.203943
병점종합자동차검사소,경기도 화성시 정조로 64 (진안동),031-236-5567,37.633595, 127.203943
지에스모터스,경기도 파주시 교하로863번길 5,031-918-8282,37.724357, 126.701639
현대자동차정비공업사,경기도 의정부시 입석로 52,031-878-8400,37.755258, 127.020140
신화모터스,경기도 파주시 쌀뚜기길 4-13,031-941-9112,37.723567, 126.699969
주식회사광성카독크,경기도 의정부시 입석로32번길 2,031-837-1112,37.756299, 127.022286
파주자동차정비검사소,경기도 파주시 천정구로 163-15 (교하동),031-949-3115,37.748676, 126.749960
대원고속KD오토텍,경기도 광주시 광주대로 171 (송정동),031-768-7881,37.421319, 127.257934
다모아자동차서비스,경기도 용인시 기흥구 공세로 208,031-285-4660,37.239585, 127.102356
기아동탄서비스주식회사,경기도 화성시 효행로 1205-9 (기산동),031-238-8585,37.239585, 127.102356
조리현대서비스,경기도 파주시 조리읍 등원로330번길 41 (조리읍),031-945-5300,37.239585, 127.102356
명차공업사,경기도 용인시 기흥구 중부대로746번길 외5필지 (상하동),031-281-0110,37.239585, 127.102356
현대남양서비스,경기도 화성시 마도면 화성로 881,031-366-9930,37.204977, 126.785285
평화탑자동차정비,경기도 김포시 대곶면 초원로 86,031-987-6867,37.654366, 126.596616
현대기흥서비스,경기도 용인시 기흥구 공세로 155 (공세동),031-286-5100,37.237558, 127.106484
김포제일자동차,경기도 김포시 대곶면 대명항로 237 103동 (대곶면),031-996-1270,37.237558, 127.106484
JK공업사,경기도 파주시 아리랑로 8,031-946-0196,37.237558, 127.106484
태영모터스,경기도 파주시 강천길 58-7,031-947-0707,37.762159, 126.765707
화성현대서비스,경기도 화성시 송산면 송산로 84 (송산면),031-356-6200,37.217694, 126.729045
대곶KH모터스,경기도 김포시 대곶면 율마로 117 (대곶면),031-996-6704,37.662003, 126.596349
동부현대모터스-광주,경기도 광주시 중앙로 21 (쌍령동),031-764-8181,37.405921, 127.265965
1급신세기자동차공업사,경기도 광주시 오포읍 양벌로 183 (오포읍),031-763-5118,37.380059, 127.255711
동탄현대서비스 검사장,경기도 용인시 기흥구 공세로 25 (고매동),031-275-5100,37.229657, 127.103649
중앙현대자동차,경기도 김포시 대곶면 대곶북로 85 (대곶면),031-987-5885,37.229657, 127.103649
삼운모터스,경기도 광주시 오포읍 회안대로 40,031-765-6100,37.359240, 127.246326
서울자동차공업사,경기도 남양주시 진건읍 독정로 259-5 (진건읍),031-527-0155,37.359240, 127.246326
현대특장공업주식회사,경기도 광주시 경충대로 1491 (쌍령동),031-767-9922,37.359240, 127.246326
대성1급자동차공업사-경기,경기도 화성시 송산면 마도북로 68,031-356-3131,37.210722, 126.738839
1급부국자동차정비,경기도 광주시 경충대로1482번길 35,031-766-0097,37.403669, 127.273490
한국자동차,경기도 의정부시 호국로 1608,031-840-4401,37.756428, 127.080058
한양1급자동차정비,경기도 파주시 월롱면 한태말길 3-14 (월롱면),031-948-0028,37.778730, 126.788884
우림자동차,경기도 화성시 원고매로2번길 30 (영천동),010-7324-0035,37.778730, 126.788884
평내자동차검사정비사업소,경기도 남양주시 경춘로 1265 (평내동),031-594-4972,37.778730, 126.788884
르노삼성자동차지정정비센타,경기도 남양주시 진접읍 금강로유연들1길 82 (진접읍),031-574-3636,37.708881, 127.182086
쉼터서비스,경기도 화성시 정남면 시청로 1592 (정남면),031-366-0238,37.171112, 126.950441
1급성신자동차,경기도 광주시 초월읍 현산로 315-4 (초월읍),031-765-7842,37.171112, 126.950441
드림자동차공업사,경기도 남양주시 오남읍 양지로319번길 12,031-528-4777,37.702159, 127.190428
장현자동차공업사,경기도 남양주시 진접읍 양진로 1010,031-529-5300,37.708440, 127.183331
상상초월,경기도 광주시 초월읍 현산로 18,031-766-0321,37.392011, 127.285736
호평1급자동차공업사,경기도 남양주시 늘을1로 63-8,031-595-6413,37.658041, 127.239322
현대오성자동차공업사,경기도 파주시 탄현면 평화로 563 (탄현면),031-943-8272,37.780559, 126.704510
영재모터스,경기도 화성시 팔탄면 푸른들판로 596,031-354-2877,37.162180, 126.897905
주식회사엠케이솔루션,경기도 양주시 백석읍 중앙로 306 (백석읍),031-855-3971,37.799382, 126.980277
태안현대자동차정비,경기도 화성시 정남면 만년로 441,031-352-9090,37.161230, 126.981466
백봉현대모터스,경기도 남양주시 마치로 49 (호평동),031-593-5184,37.161230, 126.981466
하나모터스,경기도 광주시 초월읍 산수로 557 (초월읍),031-764-8067,37.161230, 126.981466
1급이변자동차공업사,경기도 오산시 경기대로 631 (내삼미동),031-376-7113,37.176914, 127.052376
현대1급이조자동차정비,경기도 화성시 팔탄면 삼천병마로 518-66 (팔탄면),1544-3642,37.154458, 126.931627
중앙고속,경기도 화성시 풀무골로 1 (영천동),031-379-8871,37.154458, 126.931627
남부자동차서비스,경기도 파주시 파주읍 정문로588번길 56 (파주읍),1899-1657,37.810148, 126.821765
양주현대서비스,경기도 양주시 광적면 부흥로 931 (광적면),031-836-1101,37.810607, 126.993273
1급화성자동차정비검사소,경기도 화성시 팔탄면 서해로 961 (팔탄면),031-351-5105,37.147489, 126.891461
이레자동차공업사,경기도 양평군 양서면 두물머리길20번길 7,031-772-9995,37.542453, 127.318693
